YEAR,HOSPITAL,Procedure/Condition,Risk Adjuested Mortality Rate,Risk Adjuested Mortality Rate,Hospital Ratings
2023,Memorial Medical Center – Modesto,Hip Fracture,2.1,2.1,As Expected
2023,Memorial Medical Center – Modesto,PCI,4.8,4.8,As Expected
2023,Memorial Medical Center – Modesto,Pancreatic Resection,0,0,As Expected
2023,Memorial Medical Center – Modesto,Pneumonia,6,6,As Expected
2023,MemorialCare Long Beach Medical Center,AMI,4.3,4.3,As Expected
2023,MemorialCare Long Beach Medical Center,Acute Stroke,9.5,9.5,As Expected
2023,MemorialCare Long Beach Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,MemorialCare Long Beach Medical Center,GI Hemorrhage,4.5,4.5,As Expected
2023,MemorialCare Long Beach Medical Center,Heart Failure,3.7,3.7,As Expected
2023,MemorialCare Long Beach Medical Center,Hip Fracture,4.1,4.1,As Expected
2023,MemorialCare Long Beach Medical Center,PCI,3.6,3.6,As Expected
2023,MemorialCare Long Beach Medical Center,Pancreatic Resection,9.1,9.1,As Expected
2023,MemorialCare Long Beach Medical Center,Pneumonia,6,6,As Expected
2023,MemorialCare Orange Coast Medical Center,Acute Stroke,3.1,3.1,As Expected
2023,MemorialCare Orange Coast Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,MemorialCare Orange Coast Medical Center,GI Hemorrhage,1.2,1.2,As Expected
2023,MemorialCare Orange Coast Medical Center,Heart Failure,1.9,1.9,As Expected
2023,MemorialCare Orange Coast Medical Center,Hip Fracture,1.7,1.7,As Expected
2023,MemorialCare Orange Coast Medical Center,PCI,1.9,1.9,As Expected
2023,MemorialCare Orange Coast Medical Center,Pancreatic Resection,1.6,1.6,As Expected
2023,MemorialCare Orange Coast Medical Center,AMI,2.7,2.7,Better
2023,MemorialCare Orange Coast Medical Center,Pneumonia,3.2,3.2,Better
2023,MemorialCare Saddleback Medical Center,AMI,5.2,5.2,As Expected
2023,MemorialCare Saddleback Medical Center,Acute Stroke,6.8,6.8,As Expected
2023,MemorialCare Saddleback Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,MemorialCare Saddleback Medical Center,GI Hemorrhage,1.5,1.5,As Expected
2023,MemorialCare Saddleback Medical Center,Hip Fracture,0.5,0.5,As Expected
2023,MemorialCare Saddleback Medical Center,PCI,3.9,3.9,As Expected
2023,MemorialCare Saddleback Medical Center,Heart Failure,1.2,1.2,Better
2023,MemorialCare Saddleback Medical Center,Pneumonia,3.8,3.8,Better
2023,Menifee Global Medical Center,AMI,3.9,3.9,As Expected
2023,Menifee Global Medical Center,Acute Stroke,0,0,As Expected
2023,Menifee Global Medical Center,GI Hemorrhage,0,0,As Expected
2023,Menifee Global Medical Center,Heart Failure,2.8,2.8,As Expected
2023,Menifee Global Medical Center,Hip Fracture,3.6,3.6,As Expected
2023,Menifee Global Medical Center,Pneumonia,4.5,4.5,As Expected
2023,Mercy General Hospital,AMI,5.4,5.4,As Expected
2023,Mercy General Hospital,Acute Stroke,9.9,9.9,As Expected
2023,Mercy General Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Mercy General Hospital,GI Hemorrhage,2.9,2.9,As Expected
2023,Mercy General Hospital,Heart Failure,3.3,3.3,As Expected
2023,Mercy General Hospital,Hip Fracture,2.9,2.9,As Expected
2023,Mercy General Hospital,PCI,3.6,3.6,As Expected
2023,Mercy General Hospital,Pancreatic Resection,0,0,As Expected
2023,Mercy General Hospital,Pneumonia,8.2,8.2,As Expected
2023,Mercy Hospital – Bakersfield,AMI,4.8,4.8,As Expected
2023,Mercy Hospital – Bakersfield,Acute Stroke,10.8,10.8,As Expected
2023,Mercy Hospital – Bakersfield,Carotid Endarterectomy,0,0,As Expected
2023,Mercy Hospital – Bakersfield,GI Hemorrhage,3,3,As Expected
2023,Mercy Hospital – Bakersfield,Heart Failure,3,3,As Expected
2023,Mercy Hospital – Bakersfield,Hip Fracture,3.6,3.6,As Expected
2023,Mercy Hospital – Bakersfield,Pneumonia,8.2,8.2,As Expected
2023,Mercy Hospital of Folsom,AMI,11.7,11.7,As Expected
2023,Mercy Hospital of Folsom,Acute Stroke,7.8,7.8,As Expected
2023,Mercy Hospital of Folsom,GI Hemorrhage,2.4,2.4,As Expected
2023,Mercy Hospital of Folsom,Heart Failure,2.4,2.4,As Expected
2023,Mercy Hospital of Folsom,Hip Fracture,1.7,1.7,As Expected
2023,Mercy Hospital of Folsom,Pneumonia,6.8,6.8,As Expected
2023,Mercy Medical Center – Merced,AMI,4.3,4.3,As Expected
2023,Mercy Medical Center – Merced,GI Hemorrhage,6.6,6.6,As Expected
2023,Mercy Medical Center – Merced,Heart Failure,1.7,1.7,As Expected
2023,Mercy Medical Center – Merced,Hip Fracture,2.9,2.9,As Expected
2023,Mercy Medical Center – Merced,PCI,0,0,As Expected
2023,Mercy Medical Center – Merced,Pneumonia,8.1,8.1,As Expected
2023,Mercy Medical Center – Merced,Acute Stroke,2.2,2.2,Better
2023,Mercy Medical Center – Redding,AMI,6.7,6.7,As Expected
2023,Mercy Medical Center – Redding,Carotid Endarterectomy,6.4,6.4,As Expected
2023,Mercy Medical Center – Redding,GI Hemorrhage,3.3,3.3,As Expected
2023,Mercy Medical Center – Redding,Heart Failure,3.8,3.8,As Expected
2023,Mercy Medical Center – Redding,Hip Fracture,1.7,1.7,As Expected
2023,Mercy Medical Center – Redding,PCI,4,4,As Expected
2023,Mercy Medical Center – Redding,Acute Stroke,14.4,14.4,Worse
2023,Mercy Medical Center – Redding,Pneumonia,9.9,9.9,Worse
2023,Mercy Medical Center Mt. Shasta,AMI,0,0,As Expected
2023,Mercy Medical Center Mt. Shasta,Acute Stroke,0,0,As Expected
2023,Mercy Medical Center Mt. Shasta,GI Hemorrhage,0,0,As Expected
2023,Mercy Medical Center Mt. Shasta,Heart Failure,0,0,As Expected
2023,Mercy Medical Center Mt. Shasta,Hip Fracture,0,0,As Expected
2023,Mercy Medical Center Mt. Shasta,Pneumonia,25.1,25.1,Worse
2023,Mercy San Juan Medical Center,AMI,5.3,5.3,As Expected
2023,Mercy San Juan Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Mercy San Juan Medical Center,GI Hemorrhage,2.1,2.1,As Expected
2023,Mercy San Juan Medical Center,Hip Fracture,3.3,3.3,As Expected
2023,Mercy San Juan Medical Center,PCI,4,4,As Expected
2023,Mercy San Juan Medical Center,Pneumonia,7.3,7.3,As Expected
2023,Mercy San Juan Medical Center,Acute Stroke,10.5,10.5,Worse
2023,Mercy San Juan Medical Center,Heart Failure,4.1,4.1,Worse
2023,Methodist Hospital of Sacramento,AMI,8.7,8.7,As Expected
2023,Methodist Hospital of Sacramento,Acute Stroke,10.5,10.5,As Expected
2023,Methodist Hospital of Sacramento,GI Hemorrhage,2.1,2.1,As Expected
2023,Methodist Hospital of Sacramento,Heart Failure,2.6,2.6,As Expected
2023,Methodist Hospital of Sacramento,Hip Fracture,1.3,1.3,As Expected
2023,Methodist Hospital of Sacramento,Pneumonia,4.3,4.3,As Expected
2023,Mills-Peninsula Medical Center,AMI,4.1,4.1,As Expected
2023,Mills-Peninsula Medical Center,Carotid Endarterectomy,5.5,5.5,As Expected
2023,Mills-Peninsula Medical Center,GI Hemorrhage,2.8,2.8,As Expected
2023,Mills-Peninsula Medical Center,Heart Failure,3,3,As Expected
2023,Mills-Peninsula Medical Center,Hip Fracture,1.3,1.3,As Expected
2023,Mills-Peninsula Medical Center,PCI,3.6,3.6,As Expected
2023,Mills-Peninsula Medical Center,Pancreatic Resection,4.4,4.4,As Expected
2023,Mills-Peninsula Medical Center,Pneumonia,5.1,5.1,As Expected
2023,Mills-Peninsula Medical Center,Acute Stroke,11.3,11.3,Worse
2023,Mission Community Hospital – Panorama Campus,AMI,8.4,8.4,As Expected
2023,Mission Community Hospital – Panorama Campus,Acute Stroke,11.4,11.4,As Expected
2023,Mission Community Hospital – Panorama Campus,GI Hemorrhage,3.5,3.5,As Expected
2023,Mission Community Hospital – Panorama Campus,Heart Failure,0,0,As Expected
2023,Mission Community Hospital – Panorama Campus,Hip Fracture,0,0,As Expected
2023,Mission Community Hospital – Panorama Campus,Pneumonia,10.9,10.9,Worse
2023,Modoc Medical Center,Heart Failure,0,0,As Expected
2023,Modoc Medical Center,Pneumonia,31.6,31.6,As Expected
2023,Montclair Hospital Medical Center,AMI,3,3,As Expected
2023,Montclair Hospital Medical Center,Acute Stroke,0,0,As Expected
2023,Montclair Hospital Medical Center,GI Hemorrhage,2.2,2.2,As Expected
2023,Montclair Hospital Medical Center,Heart Failure,0,0,As Expected
2023,Montclair Hospital Medical Center,Hip Fracture,0,0,As Expected
2023,Montclair Hospital Medical Center,Pneumonia,5.2,5.2,As Expected
2023,Monterey Park Hospital,AMI,9.7,9.7,As Expected
2023,Monterey Park Hospital,Acute Stroke,5.2,5.2,As Expected
2023,Monterey Park Hospital,GI Hemorrhage,3.6,3.6,As Expected
2023,Monterey Park Hospital,Heart Failure,0.9,0.9,As Expected
2023,Monterey Park Hospital,Pneumonia,7.9,7.9,As Expected
2023,Mountains Community Hospital,Heart Failure,24.9,24.9,As Expected
2023,Mountains Community Hospital,Pneumonia,0,0,As Expected
2023,Natividad Medical Center,AMI,0,0,As Expected
2023,Natividad Medical Center,Acute Stroke,11.7,11.7,As Expected
2023,Natividad Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Natividad Medical Center,GI Hemorrhage,1.8,1.8,As Expected
2023,Natividad Medical Center,Heart Failure,3.8,3.8,As Expected
2023,Natividad Medical Center,Hip Fracture,1.1,1.1,As Expected
2023,Natividad Medical Center,Pneumonia,5.7,5.7,As Expected
2023,Northbay Medical Center,AMI,4.9,4.9,As Expected
2023,Northbay Medical Center,Acute Stroke,9.6,9.6,As Expected
2023,Northbay Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Northbay Medical Center,GI Hemorrhage,3.8,3.8,As Expected
2023,Northbay Medical Center,Heart Failure,3.2,3.2,As Expected
2023,Northbay Medical Center,PCI,4.7,4.7,As Expected
2023,Northbay Medical Center,Pneumonia,5.9,5.9,As Expected
2023,Northbay Medical Center,Hip Fracture,7.3,7.3,Worse
2023,Northern Inyo Hospital,Acute Stroke,9.7,9.7,As Expected
2023,Northern Inyo Hospital,GI Hemorrhage,0,0,As Expected
2023,Northern Inyo Hospital,Heart Failure,0,0,As Expected
2023,Northern Inyo Hospital,Hip Fracture,0,0,As Expected
2023,Northern Inyo Hospital,Pneumonia,11.5,11.5,As Expected
2023,Northridge Hospital Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Northridge Hospital Medical Center,GI Hemorrhage,3.2,3.2,As Expected
2023,Northridge Hospital Medical Center,Hip Fracture,1.2,1.2,As Expected
2023,Northridge Hospital Medical Center,AMI,2.7,2.7,Better
2023,Northridge Hospital Medical Center,Acute Stroke,4,4,Better
2023,Northridge Hospital Medical Center,Heart Failure,1.1,1.1,Better
2023,Northridge Hospital Medical Center,PCI,2.4,2.4,Better
2023,Northridge Hospital Medical Center,Pneumonia,2.7,2.7,Better
2023,Norwalk Community Hospital,AMI,0,0,As Expected
2023,Norwalk Community Hospital,Acute Stroke,0,0,As Expected
2023,Norwalk Community Hospital,GI Hemorrhage,0,0,As Expected
2023,Norwalk Community Hospital,Heart Failure,0,0,As Expected
2023,Norwalk Community Hospital,Hip Fracture,0,0,As Expected
2023,Norwalk Community Hospital,Pneumonia,5.3,5.3,As Expected
2023,Novato Community Hospital,Acute Stroke,15,15,As Expected
2023,Novato Community Hospital,GI Hemorrhage,3.1,3.1,As Expected
2023,Novato Community Hospital,Heart Failure,1.5,1.5,As Expected
2023,Novato Community Hospital,Hip Fracture,3.1,3.1,As Expected
2023,Novato Community Hospital,Pneumonia,2.7,2.7,As Expected
2023,O'Connor Hospital,AMI,4.6,4.6,As Expected
2023,O'Connor Hospital,Acute Stroke,6.6,6.6,As Expected
2023,O'Connor Hospital,Carotid Endarterectomy,0,0,As Expected
2023,O'Connor Hospital,GI Hemorrhage,2.6,2.6,As Expected
2023,O'Connor Hospital,Heart Failure,1.4,1.4,As Expected
2023,O'Connor Hospital,Hip Fracture,1.4,1.4,As Expected
2023,O'Connor Hospital,PCI,3.4,3.4,As Expected
2023,O'Connor Hospital,Pancreatic Resection,7.4,7.4,As Expected
2023,O'Connor Hospital,Pneumonia,6.3,6.3,As Expected
2023,Oak Valley Hospital District,Acute Stroke,11.3,11.3,As Expected
2023,Oak Valley Hospital District,Heart Failure,5.3,5.3,As Expected
2023,Oak Valley Hospital District,Pneumonia,2.8,2.8,As Expected
2023,Orange County Global Medical Center,AMI,7.3,7.3,As Expected
2023,Orange County Global Medical Center,Acute Stroke,6.8,6.8,As Expected
2023,Orange County Global Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Orange County Global Medical Center,GI Hemorrhage,1.1,1.1,As Expected
2023,Orange County Global Medical Center,Heart Failure,1.4,1.4,As Expected
2023,Orange County Global Medical Center,Hip Fracture,0,0,As Expected
2023,Orange County Global Medical Center,PCI,6.4,6.4,As Expected
2023,Orange County Global Medical Center,Pneumonia,6.5,6.5,As Expected
2023,Orchard Hospital,AMI,0,0,As Expected
2023,Orchard Hospital,Acute Stroke,0,0,As Expected
2023,Orchard Hospital,Heart Failure,5.8,5.8,As Expected
2023,Orchard Hospital,Pneumonia,4.9,4.9,As Expected
2023,Oroville Hospital,AMI,10.6,10.6,As Expected
2023,Oroville Hospital,Acute Stroke,6.3,6.3,As Expected
2023,Oroville Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Oroville Hospital,GI Hemorrhage,1.9,1.9,As Expected
2023,Oroville Hospital,Heart Failure,1.1,1.1,As Expected
2023,Oroville Hospital,Hip Fracture,0.8,0.8,As Expected
2023,Oroville Hospital,PCI,0,0,As Expected
2023,Oroville Hospital,Pneumonia,4,4,Better
2023,Pacifica Hospital of the Valley,AMI,0,0,As Expected
2023,Pacifica Hospital of the Valley,GI Hemorrhage,8.7,8.7,As Expected
2023,Pacifica Hospital of the Valley,Heart Failure,0,0,As Expected
2023,Pacifica Hospital of the Valley,Pneumonia,27.3,27.3,Worse
2023,Palmdale Regional Medical Center,AMI,4.6,4.6,As Expected
2023,Palmdale Regional Medical Center,Acute Stroke,9.1,9.1,As Expected
2023,Palmdale Regional Medical Center,GI Hemorrhage,2.3,2.3,As Expected
2023,Palmdale Regional Medical Center,Heart Failure,1.8,1.8,As Expected
2023,Palmdale Regional Medical Center,Hip Fracture,0,0,As Expected
2023,Palmdale Regional Medical Center,Pneumonia,5.7,5.7,As Expected
2023,Palmdale Regional Medical Center,PCI,0.8,0.8,Better
2023,Palomar Medical Center,AMI,5.7,5.7,As Expected
2023,Palomar Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Palomar Medical Center,Hip Fracture,2.3,2.3,As Expected
2023,Palomar Medical Center,PCI,4.4,4.4,As Expected
2023,Palomar Medical Center,Acute Stroke,12.2,12.2,Worse
2023,Palomar Medical Center,GI Hemorrhage,6,6,Worse
2023,Palomar Medical Center,Heart Failure,4.9,4.9,Worse
2023,Palomar Medical Center,Pneumonia,11.2,11.2,Worse
2023,Palomar Medical Center Poway,AMI,0,0,As Expected
2023,Palomar Medical Center Poway,Acute Stroke,13.1,13.1,As Expected
2023,Palomar Medical Center Poway,GI Hemorrhage,3.7,3.7,As Expected
2023,Palomar Medical Center Poway,Heart Failure,4.7,4.7,As Expected
2023,Palomar Medical Center Poway,Hip Fracture,2.1,2.1,As Expected
2023,Palomar Medical Center Poway,Pneumonia,8.4,8.4,As Expected
2023,Paradise Valley Hospital,AMI,6.8,6.8,As Expected
2023,Paradise Valley Hospital,Acute Stroke,10.8,10.8,As Expected
2023,Paradise Valley Hospital,GI Hemorrhage,0,0,As Expected
2023,Paradise Valley Hospital,Heart Failure,0.7,0.7,As Expected
2023,Paradise Valley Hospital,Hip Fracture,11.4,11.4,As Expected
2023,Paradise Valley Hospital,PCI,5.6,5.6,As Expected
2023,Paradise Valley Hospital,Pneumonia,6.2,6.2,As Expected
2023,Petaluma Valley Hospital,AMI,12.9,12.9,As Expected
2023,Petaluma Valley Hospital,Acute Stroke,0,0,As Expected
2023,Petaluma Valley Hospital,GI Hemorrhage,0,0,As Expected
2023,Petaluma Valley Hospital,Heart Failure,3.5,3.5,As Expected
2023,Petaluma Valley Hospital,Hip Fracture,2.7,2.7,As Expected
2023,Petaluma Valley Hospital,Pneumonia,5.6,5.6,As Expected
2023,PIH Health Good Samaritan Hospital,Acute Stroke,5.2,5.2,As Expected
2023,PIH Health Good Samaritan Hospital,Carotid Endarterectomy,0,0,As Expected
2023,PIH Health Good Samaritan Hospital,GI Hemorrhage,3.7,3.7,As Expected
2023,PIH Health Good Samaritan Hospital,Heart Failure,2.9,2.9,As Expected
2023,PIH Health Good Samaritan Hospital,Hip Fracture,1.6,1.6,As Expected
2023,PIH Health Good Samaritan Hospital,PCI,5.2,5.2,As Expected
2023,PIH Health Good Samaritan Hospital,AMI,8.1,8.1,Worse
2023,PIH Health Good Samaritan Hospital,Pneumonia,10.6,10.6,Worse
2023,PIH Health Hospital – Downey,AMI,7,7,As Expected
2023,PIH Health Hospital – Downey,Acute Stroke,5.8,5.8,As Expected
2023,PIH Health Hospital – Downey,Carotid Endarterectomy,0,0,As Expected
2023,PIH Health Hospital – Downey,GI Hemorrhage,2.9,2.9,As Expected
2023,PIH Health Hospital – Downey,Heart Failure,1.8,1.8,As Expected
2023,PIH Health Hospital – Downey,Hip Fracture,1.7,1.7,As Expected
2023,PIH Health Hospital – Downey,PCI,8.2,8.2,As Expected
2023,PIH Health Hospital – Downey,Pneumonia,4.9,4.9,As Expected
2023,PIH Health Whittier Hospital,AMI,5.6,5.6,As Expected
2023,PIH Health Whittier Hospital,Carotid Endarterectomy,3.1,3.1,As Expected
2023,PIH Health Whittier Hospital,Heart Failure,3.8,3.8,As Expected
2023,PIH Health Whittier Hospital,Hip Fracture,2.9,2.9,As Expected
2023,PIH Health Whittier Hospital,PCI,5.5,5.5,As Expected
2023,PIH Health Whittier Hospital,Pancreatic Resection,0,0,As Expected
2023,PIH Health Whittier Hospital,Pneumonia,6.1,6.1,As Expected
2023,PIH Health Whittier Hospital,GI Hemorrhage,1.6,1.6,Better
2023,PIH Health Whittier Hospital,Acute Stroke,9.7,9.7,Worse
2023,Pioneers Memorial Healthcare District,AMI,19.6,19.6,As Expected
2023,Pioneers Memorial Healthcare District,Acute Stroke,7.1,7.1,As Expected
2023,Pioneers Memorial Healthcare District,GI Hemorrhage,3.8,3.8,As Expected
2023,Pioneers Memorial Healthcare District,Heart Failure,2.9,2.9,As Expected
2023,Pioneers Memorial Healthcare District,Hip Fracture,0,0,As Expected
2023,Pioneers Memorial Healthcare District,Pneumonia,5.3,5.3,As Expected
2023,Plumas District Hospital,Heart Failure,4.9,4.9,As Expected
2023,Plumas District Hospital,Pneumonia,32.3,32.3,As Expected
2023,Pomona Valley Hospital Medical Center,AMI,5,5,As Expected
2023,Pomona Valley Hospital Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Pomona Valley Hospital Medical Center,GI Hemorrhage,3.9,3.9,As Expected
2023,Pomona Valley Hospital Medical Center,Heart Failure,3,3,As Expected
2023,Pomona Valley Hospital Medical Center,PCI,4.6,4.6,As Expected
2023,Pomona Valley Hospital Medical Center,Pneumonia,6.2,6.2,As Expected
2023,Pomona Valley Hospital Medical Center,Acute Stroke,10.1,10.1,Worse
2023,Pomona Valley Hospital Medical Center,Hip Fracture,4.2,4.2,Worse
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,AMI,6.1,6.1,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Acute Stroke,8.2,8.2,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Carotid Endarterectomy,0,0,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,GI Hemorrhage,2.8,2.8,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Heart Failure,2.7,2.7,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Hip Fracture,2.9,2.9,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,PCI,5.9,5.9,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Pancreatic Resection,0,0,As Expected
2023,Priscilla Chan & Mark Zuckerberg San Francisco General Hospital & Trauma Center,Pneumonia,6.8,6.8,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,AMI,6.5,6.5,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,Acute Stroke,5.3,5.3,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,GI Hemorrhage,1.6,1.6,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,Heart Failure,3.3,3.3,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,Hip Fracture,1.6,1.6,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,PCI,4.1,4.1,As Expected
2023,Providence Cedars – Sinai Tarzana Medical Center,Pneumonia,5.9,5.9,As Expected
2023,Providence Holy Cross Medical Center,AMI,4.4,4.4,As Expected
2023,Providence Holy Cross Medical Center,Acute Stroke,6.3,6.3,As Expected
2023,Providence Holy Cross Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Providence Holy Cross Medical Center,Heart Failure,2.2,2.2,As Expected
2023,Providence Holy Cross Medical Center,Hip Fracture,1.7,1.7,As Expected
2023,Providence Holy Cross Medical Center,PCI,3.6,3.6,As Expected
2023,Providence Holy Cross Medical Center,Pancreatic Resection,6.6,6.6,As Expected
2023,Providence Holy Cross Medical Center,Pneumonia,4.3,4.3,As Expected
2023,Providence Holy Cross Medical Center,GI Hemorrhage,0.3,0.3,Better
2023,Providence Little Company of Mary Medical Center – San Pedro,Acute Stroke,9,9,As Expected
2023,Providence Little Company of Mary Medical Center – San Pedro,GI Hemorrhage,3.8,3.8,As Expected
2023,Providence Little Company of Mary Medical Center – San Pedro,Heart Failure,2.8,2.8,As Expected
2023,Providence Little Company of Mary Medical Center – San Pedro,Hip Fracture,0,0,As Expected
2023,Providence Little Company of Mary Medical Center – San Pedro,AMI,13.7,13.7,Worse
2023,Providence Little Company of Mary Medical Center – San Pedro,Pneumonia,10.5,10.5,Worse
2023,Providence Little Company of Mary Medical Center – Torrance,AMI,5.9,5.9,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,Acute Stroke,7.9,7.9,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,Carotid Endarterectomy,0,0,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,GI Hemorrhage,3.5,3.5,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,Heart Failure,1.8,1.8,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,Hip Fracture,1.8,1.8,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,PCI,3.3,3.3,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,Pancreatic Resection,0,0,As Expected
2023,Providence Little Company of Mary Medical Center – Torrance,Pneumonia,6.3,6.3,As Expected
2023,Providence Mission Hospital,AMI,5.5,5.5,As Expected
2023,Providence Mission Hospital,Acute Stroke,7.3,7.3,As Expected
2023,Providence Mission Hospital,Carotid Endarterectomy,0,0,As Expected
2023,Providence Mission Hospital,GI Hemorrhage,2.2,2.2,As Expected
2023,Providence Mission Hospital,Heart Failure,1.9,1.9,As Expected
2023,Providence Mission Hospital,Hip Fracture,0.3,0.3,As Expected
2023,Providence Mission Hospital,PCI,5.8,5.8,As Expected
2023,Providence Mission Hospital,Pancreatic Resection,0,0,As Expected
2023,Providence Mission Hospital,Pneumonia,4.5,4.5,Better
2023,Providence Mission Hospital – Laguna Beach,AMI,0,0,As Expected
2023,Providence Mission Hospital – Laguna Beach,Acute Stroke,0,0,As Expected
2023,Providence Mission Hospital – Laguna Beach,GI Hemorrhage,0,0,As Expected
2023,Providence Mission Hospital – Laguna Beach,Heart Failure,2.3,2.3,As Expected
2023,Providence Mission Hospital – Laguna Beach,Hip Fracture,1.1,1.1,As Expected
2023,Providence Mission Hospital – Laguna Beach,Pneumonia,3.7,3.7,As Expected
2023,Providence Queen of the Valley Medical Center,AMI,5.7,5.7,As Expected
2023,Providence Queen of the Valley Medical Center,Acute Stroke,9.7,9.7,As Expected
2023,Providence Queen of the Valley Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Providence Queen of the Valley Medical Center,GI Hemorrhage,2.8,2.8,As Expected
2023,Providence Queen of the Valley Medical Center,Heart Failure,4,4,As Expected
2023,Providence Queen of the Valley Medical Center,Hip Fracture,1,1,As Expected
2023,Providence Queen of the Valley Medical Center,PCI,5.4,5.4,As Expected
2023,Providence Queen of the Valley Medical Center,Pneumonia,6.7,6.7,As Expected
2023,Providence Redwood Memorial Hospital,Acute Stroke,37.3,37.3,As Expected
2023,Providence Redwood Memorial Hospital,GI Hemorrhage,0,0,As Expected
2023,Providence Redwood Memorial Hospital,Heart Failure,0,0,As Expected
2023,Providence Redwood Memorial Hospital,Pneumonia,2.5,2.5,As Expected
2023,Providence Saint John's Health Center,AMI,4,4,As Expected
2023,Providence Saint John's Health Center,Acute Stroke,8.6,8.6,As Expected
2023,Providence Saint John's Health Center,Carotid Endarterectomy,0,0,As Expected
2023,Providence Saint John's Health Center,GI Hemorrhage,2.6,2.6,As Expected
2023,Providence Saint John's Health Center,Heart Failure,3.4,3.4,As Expected
2023,Providence Saint John's Health Center,Hip Fracture,1.6,1.6,As Expected
2023,Providence Saint John's Health Center,PCI,5.3,5.3,As Expected
2023,Providence Saint John's Health Center,Pancreatic Resection,0,0,As Expected
2023,Providence Saint John's Health Center,Pneumonia,7.4,7.4,As Expected
2023,Providence Saint Joseph Medical Center,AMI,5.7,5.7,As Expected
2023,Providence Saint Joseph Medical Center,Acute Stroke,7.8,7.8,As Expected
2023,Providence Saint Joseph Medical Center,Carotid Endarterectomy,0,0,As Expected
2023,Providence Saint Joseph Medical Center,GI Hemorrhage,3.4,3.4,As Expected
2023,Providence Saint Joseph Medical Center,Heart Failure,2.9,2.9,As Expected
2023,Providence Saint Joseph Medical Center,Hip Fracture,1.1,1.1,As Expected
2023,Providence Saint Joseph Medical Center,PCI,3.4,3.4,As Expected
2023,Providence Saint Joseph Medical Center,Pancreatic Resection,0,0,As Expected
2023,Providence Saint Joseph Medical Center,Pneumonia,6.6,6.6,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,AMI,6.1,6.1,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,Acute Stroke,9.4,9.4,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,Carotid Endarterectomy,0,0,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,GI Hemorrhage,4.2,4.2,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,Heart Failure,2.9,2.9,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,Hip Fracture,3.4,3.4,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,PCI,5.1,5.1,As Expected
2023,Providence Santa Rosa Memorial Hospital – Montgomery,Pneumonia,4.8,4.8,As Expected
2023,Providence St. Joseph Hospital,AMI,5.8,5.8,As Expected
2023,Providence St. Joseph Hospital,Acute Stroke,6.4,6.4,As Expected
2023,Providence St. Joseph Hospital,Carotid Endarterectomy,4.5,4.5,As Expected
2023,Providence St. Joseph Hospital,GI Hemorrhage,3.7,3.7,As Expected
